timestamp,value
2020-01-01,259.127
2020-01-02,259.127
2020-01-03,259.127
2020-01-04,259.127
2020-01-05,259.127
2020-01-06,259.127
2020-01-07,259.127
2020-01-08,259.127
2020-01-09,259.127
2020-01-10,259.127
2020-01-11,259.127
2020-01-12,259.127
2020-01-13,259.127
2020-01-14,259.127
2020-01-15,259.127
2020-01-16,259.127
2020-01-17,259.127
2020-01-18,259.127
2020-01-19,259.127
2020-01-20,259.127
2020-01-21,259.127
2020-01-22,259.127
2020-01-23,259.127
2020-01-24,259.127
2020-01-25,259.127
2020-01-26,259.127
2020-01-27,259.127
2020-01-28,259.127
2020-01-29,259.127
2020-01-30,259.127
2020-01-31,259.127
2020-02-01,259.25
2020-02-02,259.25
2020-02-03,259.25
2020-02-04,259.25
2020-02-05,259.25
2020-02-06,259.25
2020-02-07,259.25
2020-02-08,259.25
2020-02-09,259.25
2020-02-10,259.25
2020-02-11,259.25
2020-02-12,259.25
2020-02-13,259.25
2020-02-14,259.25
2020-02-15,259.25
2020-02-16,259.25
2020-02-17,259.25
2020-02-18,259.25
2020-02-19,259.25
2020-02-20,259.25
2020-02-21,259.25
2020-02-22,259.25
2020-02-23,259.25
2020-02-24,259.25
2020-02-25,259.25
2020-02-26,259.25
2020-02-27,259.25
2020-02-28,259.25
2020-02-29,259.25
2020-03-01,258.076
2020-03-02,258.076
2020-03-03,258.076
2020-03-04,258.076
2020-03-05,258.076
2020-03-06,258.076
2020-03-07,258.076
2020-03-08,258.076
2020-03-09,258.076
2020-03-10,258.076
2020-03-11,258.076
2020-03-12,258.076
2020-03-13,258.076
2020-03-14,258.076
2020-03-15,258.076
2020-03-16,258.076
2020-03-17,258.076
2020-03-18,258.076
2020-03-19,258.076
2020-03-20,258.076
2020-03-21,258.076
2020-03-22,258.076
2020-03-23,258.076
2020-03-24,258.076
2020-03-25,258.076
2020-03-26,258.076
2020-03-27,258.076
2020-03-28,258.076
2020-03-29,258.076
2020-03-30,258.076
2020-03-31,258.076
2020-04-01,256.032
2020-04-02,256.032
2020-04-03,256.032
2020-04-04,256.032
2020-04-05,256.032
2020-04-06,256.032
2020-04-07,256.032
2020-04-08,256.032
2020-04-09,256.032
2020-04-10,256.032
2020-04-11,256.032
2020-04-12,256.032
2020-04-13,256.032
2020-04-14,256.032
2020-04-15,256.032
2020-04-16,256.032
2020-04-17,256.032
2020-04-18,256.032
2020-04-19,256.032
2020-04-20,256.032
2020-04-21,256.032
2020-04-22,256.032
2020-04-23,256.032
2020-04-24,256.032
2020-04-25,256.032
2020-04-26,256.032
2020-04-27,256.032
2020-04-28,256.032
2020-04-29,256.032
2020-04-30,256.032
2020-05-01,255.802
2020-05-02,255.802
2020-05-03,255.802
2020-05-04,255.802
2020-05-05,255.802
2020-05-06,255.802
2020-05-07,255.802
2020-05-08,255.802
2020-05-09,255.802
2020-05-10,255.802
2020-05-11,255.802
2020-05-12,255.802
2020-05-13,255.802
2020-05-14,255.802
2020-05-15,255.802
2020-05-16,255.802
2020-05-17,255.802
2020-05-18,255.802
2020-05-19,255.802
2020-05-20,255.802
2020-05-21,255.802
2020-05-22,255.802
2020-05-23,255.802
2020-05-24,255.802
2020-05-25,255.802
2020-05-26,255.802
2020-05-27,255.802
2020-05-28,255.802
2020-05-29,255.802
2020-05-30,255.802
2020-05-31,255.802
2020-06-01,257.042
2020-06-02,257.042
2020-06-03,257.042
2020-06-04,257.042
2020-06-05,257.042
2020-06-06,257.042
2020-06-07,257.042
2020-06-08,257.042
2020-06-09,257.042
2020-06-10,257.042
2020-06-11,257.042
2020-06-12,257.042
2020-06-13,257.042
2020-06-14,257.042
2020-06-15,257.042
2020-06-16,257.042
2020-06-17,257.042
2020-06-18,257.042
2020-06-19,257.042
2020-06-20,257.042
2020-06-21,257.042
2020-06-22,257.042
2020-06-23,257.042
2020-06-24,257.042
2020-06-25,257.042
2020-06-26,257.042
2020-06-27,257.042
2020-06-28,257.042
2020-06-29,257.042
2020-06-30,257.042
2020-07-01,258.352
2020-07-02,258.352
2020-07-03,258.352
2020-07-04,258.352
2020-07-05,258.352
2020-07-06,258.352
2020-07-07,258.352
2020-07-08,258.352
2020-07-09,258.352
2020-07-10,258.352
2020-07-11,258.352
2020-07-12,258.352
2020-07-13,258.352
2020-07-14,258.352
2020-07-15,258.352
2020-07-16,258.352
2020-07-17,258.352
2020-07-18,258.352
2020-07-19,258.352
2020-07-20,258.352
2020-07-21,258.352
2020-07-22,258.352
2020-07-23,258.352
2020-07-24,258.352
2020-07-25,258.352
2020-07-26,258.352
2020-07-27,258.352
2020-07-28,258.352
2020-07-29,258.352
2020-07-30,258.352
2020-07-31,258.352
2020-08-01,259.316
2020-08-02,259.316
2020-08-03,259.316
2020-08-04,259.316
2020-08-05,259.316
2020-08-06,259.316
2020-08-07,259.316
2020-08-08,259.316
2020-08-09,259.316
2020-08-10,259.316
2020-08-11,259.316
2020-08-12,259.316
2020-08-13,259.316
2020-08-14,259.316
2020-08-15,259.316
2020-08-16,259.316
2020-08-17,259.316
2020-08-18,259.316
2020-08-19,259.316
2020-08-20,259.316
2020-08-21,259.316
2020-08-22,259.316
2020-08-23,259.316
2020-08-24,259.316
2020-08-25,259.316
2020-08-26,259.316
2020-08-27,259.316
2020-08-28,259.316
2020-08-29,259.316
2020-08-30,259.316
2020-08-31,259.316
2020-09-01,259.997
2020-09-02,259.997
2020-09-03,259.997
2020-09-04,259.997
2020-09-05,259.997
2020-09-06,259.997
2020-09-07,259.997
2020-09-08,259.997
2020-09-09,259.997
2020-09-10,259.997
2020-09-11,259.997
2020-09-12,259.997
2020-09-13,259.997
2020-09-14,259.997
2020-09-15,259.997
2020-09-16,259.997
2020-09-17,259.997
2020-09-18,259.997
2020-09-19,259.997
2020-09-20,259.997
2020-09-21,259.997
2020-09-22,259.997
2020-09-23,259.997
2020-09-24,259.997
2020-09-25,259.997
2020-09-26,259.997
2020-09-27,259.997
2020-09-28,259.997
2020-09-29,259.997
2020-09-30,259.997
2020-10-01,260.319
2020-10-02,260.319
2020-10-03,260.319
2020-10-04,260.319
2020-10-05,260.319
2020-10-06,260.319
2020-10-07,260.319
2020-10-08,260.319
2020-10-09,260.319
2020-10-10,260.319
2020-10-11,260.319
2020-10-12,260.319
2020-10-13,260.319
2020-10-14,260.319
2020-10-15,260.319
2020-10-16,260.319
2020-10-17,260.319
2020-10-18,260.319
2020-10-19,260.319
2020-10-20,260.319
2020-10-21,260.319
2020-10-22,260.319
2020-10-23,260.319
2020-10-24,260.319
2020-10-25,260.319
2020-10-26,260.319
2020-10-27,260.319
2020-10-28,260.319
2020-10-29,260.319
2020-10-30,260.319
2020-10-31,260.319
2020-11-01,260.911
2020-11-02,260.911
2020-11-03,260.911
2020-11-04,260.911
2020-11-05,260.911
2020-11-06,260.911
2020-11-07,260.911
2020-11-08,260.911
2020-11-09,260.911
2020-11-10,260.911
2020-11-11,260.911
2020-11-12,260.911
2020-11-13,260.911
2020-11-14,260.911
2020-11-15,260.911
2020-11-16,260.911
2020-11-17,260.911
2020-11-18,260.911
2020-11-19,260.911
2020-11-20,260.911
2020-11-21,260.911
2020-11-22,260.911
2020-11-23,260.911
2020-11-24,260.911
2020-11-25,260.911
2020-11-26,260.911
2020-11-27,260.911
2020-11-28,260.911
2020-11-29,260.911
2020-11-30,260.911
2020-12-01,262.045
2020-12-02,262.045
2020-12-03,262.045
2020-12-04,262.045
2020-12-05,262.045
2020-12-06,262.045
2020-12-07,262.045
2020-12-08,262.045
2020-12-09,262.045
2020-12-10,262.045
2020-12-11,262.045
2020-12-12,262.045
2020-12-13,262.045
2020-12-14,262.045
2020-12-15,262.045
2020-12-16,262.045
2020-12-17,262.045
2020-12-18,262.045
2020-12-19,262.045
2020-12-20,262.045
2020-12-21,262.045
2020-12-22,262.045
2020-12-23,262.045
2020-12-24,262.045
2020-12-25,262.045
2020-12-26,262.045
2020-12-27,262.045
2020-12-28,262.045
2020-12-29,262.045
2020-12-30,262.045
2020-12-31,262.045
2021-01-01,262.687
2021-01-02,262.687
2021-01-03,262.687
2021-01-04,262.687
2021-01-05,262.687
2021-01-06,262.687
2021-01-07,262.687
2021-01-08,262.687
2021-01-09,262.687
2021-01-10,262.687
2021-01-11,262.687
2021-01-12,262.687
2021-01-13,262.687
2021-01-14,262.687
2021-01-15,262.687
2021-01-16,262.687
2021-01-17,262.687
2021-01-18,262.687
2021-01-19,262.687
2021-01-20,262.687
2021-01-21,262.687
2021-01-22,262.687
2021-01-23,262.687
2021-01-24,262.687
2021-01-25,262.687
2021-01-26,262.687
2021-01-27,262.687
2021-01-28,262.687
2021-01-29,262.687
2021-01-30,262.687
2021-01-31,262.687
2021-02-01,263.579
2021-02-02,263.579
2021-02-03,263.579
2021-02-04,263.579
2021-02-05,263.579
2021-02-06,263.579
2021-02-07,263.579
2021-02-08,263.579
2021-02-09,263.579
2021-02-10,263.579
2021-02-11,263.579
2021-02-12,263.579
2021-02-13,263.579
2021-02-14,263.579
2021-02-15,263.579
2021-02-16,263.579
2021-02-17,263.579
2021-02-18,263.579
2021-02-19,263.579
2021-02-20,263.579
2021-02-21,263.579
2021-02-22,263.579
2021-02-23,263.579
2021-02-24,263.579
2021-02-25,263.579
2021-02-26,263.579
2021-02-27,263.579
2021-02-28,263.579
2021-03-01,264.961
2021-03-02,264.961
2021-03-03,264.961
2021-03-04,264.961
2021-03-05,264.961
2021-03-06,264.961
2021-03-07,264.961
2021-03-08,264.961
2021-03-09,264.961
2021-03-10,264.961
2021-03-11,264.961
2021-03-12,264.961
2021-03-13,264.961
2021-03-14,264.961
2021-03-15,264.961
2021-03-16,264.961
2021-03-17,264.961
2021-03-18,264.961
2021-03-19,264.961
2021-03-20,264.961
2021-03-21,264.961
2021-03-22,264.961
2021-03-23,264.961
2021-03-24,264.961
2021-03-25,264.961
2021-03-26,264.961
2021-03-27,264.961
2021-03-28,264.961
2021-03-29,264.961
2021-03-30,264.961
2021-03-31,264.961
2021-04-01,266.614
2021-04-02,266.614
2021-04-03,266.614
2021-04-04,266.614
2021-04-05,266.614
2021-04-06,266.614
2021-04-07,266.614
2021-04-08,266.614
2021-04-09,266.614
2021-04-10,266.614
2021-04-11,266.614
2021-04-12,266.614
2021-04-13,266.614
2021-04-14,266.614
2021-04-15,266.614
2021-04-16,266.614
2021-04-17,266.614
2021-04-18,266.614
2021-04-19,266.614
2021-04-20,266.614
2021-04-21,266.614
2021-04-22,266.614
2021-04-23,266.614
2021-04-24,266.614
2021-04-25,266.614
2021-04-26,266.614
2021-04-27,266.614
2021-04-28,266.614
2021-04-29,266.614
2021-04-30,266.614
2021-05-01,268.383
2021-05-02,268.383
2021-05-03,268.383
2021-05-04,268.383
2021-05-05,268.383
2021-05-06,268.383
2021-05-07,268.383
2021-05-08,268.383
2021-05-09,268.383
2021-05-10,268.383
2021-05-11,268.383
2021-05-12,268.383
2021-05-13,268.383
2021-05-14,268.383
2021-05-15,268.383
2021-05-16,268.383
2021-05-17,268.383
2021-05-18,268.383
2021-05-19,268.383
2021-05-20,268.383
2021-05-21,268.383
2021-05-22,268.383
2021-05-23,268.383
2021-05-24,268.383
2021-05-25,268.383
2021-05-26,268.383
2021-05-27,268.383
2021-05-28,268.383
2021-05-29,268.383
2021-05-30,268.383
2021-05-31,268.383
2021-06-01,270.654
2021-06-02,270.654
2021-06-03,270.654
2021-06-04,270.654
2021-06-05,270.654
2021-06-06,270.654
2021-06-07,270.654
2021-06-08,270.654
2021-06-09,270.654
2021-06-10,270.654
2021-06-11,270.654
2021-06-12,270.654
2021-06-13,270.654
2021-06-14,270.654
2021-06-15,270.654
2021-06-16,270.654
2021-06-17,270.654
2021-06-18,270.654
2021-06-19,270.654
2021-06-20,270.654
2021-06-21,270.654
2021-06-22,270.654
2021-06-23,270.654
2021-06-24,270.654
2021-06-25,270.654
2021-06-26,270.654
2021-06-27,270.654
2021-06-28,270.654
2021-06-29,270.654
2021-06-30,270.654
2021-07-01,271.903
2021-07-02,271.903
2021-07-03,271.903
2021-07-04,271.903
2021-07-05,271.903
2021-07-06,271.903
2021-07-07,271.903
2021-07-08,271.903
2021-07-09,271.903
2021-07-10,271.903
2021-07-11,271.903
2021-07-12,271.903
2021-07-13,271.903
2021-07-14,271.903
2021-07-15,271.903
2021-07-16,271.903
2021-07-17,271.903
2021-07-18,271.903
2021-07-19,271.903
2021-07-20,271.903
2021-07-21,271.903
2021-07-22,271.903
2021-07-23,271.903
2021-07-24,271.903
2021-07-25,271.903
2021-07-26,271.903
2021-07-27,271.903
2021-07-28,271.903
2021-07-29,271.903
2021-07-30,271.903
2021-07-31,271.903
2021-08-01,272.676
2021-08-02,272.676
2021-08-03,272.676
2021-08-04,272.676
2021-08-05,272.676
2021-08-06,272.676
2021-08-07,272.676
2021-08-08,272.676
2021-08-09,272.676
2021-08-10,272.676
2021-08-11,272.676
2021-08-12,272.676
2021-08-13,272.676
2021-08-14,272.676
2021-08-15,272.676
2021-08-16,272.676
2021-08-17,272.676
2021-08-18,272.676
2021-08-19,272.676
2021-08-20,272.676
2021-08-21,272.676
2021-08-22,272.676
2021-08-23,272.676
2021-08-24,272.676
2021-08-25,272.676
2021-08-26,272.676
2021-08-27,272.676
2021-08-28,272.676
2021-08-29,272.676
2021-08-30,272.676
2021-08-31,272.676
2021-09-01,273.91
2021-09-02,273.91
2021-09-03,273.91
2021-09-04,273.91
2021-09-05,273.91
2021-09-06,273.91
2021-09-07,273.91
2021-09-08,273.91
2021-09-09,273.91
2021-09-10,273.91
2021-09-11,273.91
2021-09-12,273.91
2021-09-13,273.91
2021-09-14,273.91
2021-09-15,273.91
2021-09-16,273.91
2021-09-17,273.91
2021-09-18,273.91
2021-09-19,273.91
2021-09-20,273.91
2021-09-21,273.91
2021-09-22,273.91
2021-09-23,273.91
2021-09-24,273.91
2021-09-25,273.91
2021-09-26,273.91
2021-09-27,273.91
2021-09-28,273.91
2021-09-29,273.91
2021-09-30,273.91
2021-10-01,276.55
2021-10-02,276.55
2021-10-03,276.55
2021-10-04,276.55
2021-10-05,276.55
2021-10-06,276.55
2021-10-07,276.55
2021-10-08,276.55
2021-10-09,276.55
2021-10-10,276.55
2021-10-11,276.55
2021-10-12,276.55
2021-10-13,276.55
2021-10-14,276.55
2021-10-15,276.55
2021-10-16,276.55
2021-10-17,276.55
2021-10-18,276.55
2021-10-19,276.55
2021-10-20,276.55
2021-10-21,276.55
2021-10-22,276.55
2021-10-23,276.55
2021-10-24,276.55
2021-10-25,276.55
2021-10-26,276.55
2021-10-27,276.55
2021-10-28,276.55
2021-10-29,276.55
2021-10-30,276.55
2021-10-31,276.55
2021-11-01,278.919
2021-11-02,278.919
2021-11-03,278.919
2021-11-04,278.919
2021-11-05,278.919
2021-11-06,278.919
2021-11-07,278.919
2021-11-08,278.919
2021-11-09,278.919
2021-11-10,278.919
2021-11-11,278.919
2021-11-12,278.919
2021-11-13,278.919
2021-11-14,278.919
2021-11-15,278.919
2021-11-16,278.919
2021-11-17,278.919
2021-11-18,278.919
2021-11-19,278.919
2021-11-20,278.919
2021-11-21,278.919
2021-11-22,278.919
2021-11-23,278.919
2021-11-24,278.919
2021-11-25,278.919
2021-11-26,278.919
2021-11-27,278.919
2021-11-28,278.919
2021-11-29,278.919
2021-11-30,278.919
2021-12-01,280.845
2021-12-02,280.845
2021-12-03,280.845
2021-12-04,280.845
2021-12-05,280.845
2021-12-06,280.845
2021-12-07,280.845
2021-12-08,280.845
2021-12-09,280.845
2021-12-10,280.845
2021-12-11,280.845
2021-12-12,280.845
2021-12-13,280.845
2021-12-14,280.845
2021-12-15,280.845
2021-12-16,280.845
2021-12-17,280.845
2021-12-18,280.845
2021-12-19,280.845
2021-12-20,280.845
2021-12-21,280.845
2021-12-22,280.845
2021-12-23,280.845
2021-12-24,280.845
2021-12-25,280.845
2021-12-26,280.845
2021-12-27,280.845
2021-12-28,280.845
2021-12-29,280.845
2021-12-30,280.845
2021-12-31,280.845
2022-01-01,282.543
2022-01-02,282.543
2022-01-03,282.543
2022-01-04,282.543
2022-01-05,282.543
2022-01-06,282.543
2022-01-07,282.543
2022-01-08,282.543
2022-01-09,282.543
2022-01-10,282.543
2022-01-11,282.543
2022-01-12,282.543
2022-01-13,282.543
2022-01-14,282.543
2022-01-15,282.543
2022-01-16,282.543
2022-01-17,282.543
2022-01-18,282.543
2022-01-19,282.543
2022-01-20,282.543
2022-01-21,282.543
2022-01-22,282.543
2022-01-23,282.543
2022-01-24,282.543
2022-01-25,282.543
2022-01-26,282.543
2022-01-27,282.543
2022-01-28,282.543
2022-01-29,282.543
2022-01-30,282.543
2022-01-31,282.543
2022-02-01,284.5
2022-02-02,284.5
2022-02-03,284.5
2022-02-04,284.5
2022-02-05,284.5
2022-02-06,284.5
2022-02-07,284.5
2022-02-08,284.5
2022-02-09,284.5
2022-02-10,284.5
2022-02-11,284.5
2022-02-12,284.5
2022-02-13,284.5
2022-02-14,284.5
2022-02-15,284.5
2022-02-16,284.5
2022-02-17,284.5
2022-02-18,284.5
2022-02-19,284.5
2022-02-20,284.5
2022-02-21,284.5
2022-02-22,284.5
2022-02-23,284.5
2022-02-24,284.5
2022-02-25,284.5
2022-02-26,284.5
2022-02-27,284.5
2022-02-28,284.5
2022-03-01,287.674
2022-03-02,287.674
2022-03-03,287.674
2022-03-04,287.674
2022-03-05,287.674
2022-03-06,287.674
2022-03-07,287.674
2022-03-08,287.674
2022-03-09,287.674
2022-03-10,287.674
2022-03-11,287.674
2022-03-12,287.674
2022-03-13,287.674
2022-03-14,287.674
2022-03-15,287.674
2022-03-16,287.674
2022-03-17,287.674
2022-03-18,287.674
2022-03-19,287.674
2022-03-20,287.674
2022-03-21,287.674
2022-03-22,287.674
2022-03-23,287.674
2022-03-24,287.674
2022-03-25,287.674
2022-03-26,287.674
2022-03-27,287.674
2022-03-28,287.674
2022-03-29,287.674
2022-03-30,287.674
2022-03-31,287.674
2022-04-01,288.561
2022-04-02,288.561
2022-04-03,288.561
2022-04-04,288.561
2022-04-05,288.561
2022-04-06,288.561
2022-04-07,288.561
2022-04-08,288.561
2022-04-09,288.561
2022-04-10,288.561
2022-04-11,288.561
2022-04-12,288.561
2022-04-13,288.561
2022-04-14,288.561
2022-04-15,288.561
2022-04-16,288.561
2022-04-17,288.561
2022-04-18,288.561
2022-04-19,288.561
2022-04-20,288.561
2022-04-21,288.561
2022-04-22,288.561
2022-04-23,288.561
2022-04-24,288.561
2022-04-25,288.561
2022-04-26,288.561
2022-04-27,288.561
2022-04-28,288.561
2022-04-29,288.561
2022-04-30,288.561
2022-05-01,291.298
2022-05-02,291.298
2022-05-03,291.298
2022-05-04,291.298
2022-05-05,291.298
2022-05-06,291.298
2022-05-07,291.298
2022-05-08,291.298
2022-05-09,291.298
2022-05-10,291.298
2022-05-11,291.298
2022-05-12,291.298
2022-05-13,291.298
2022-05-14,291.298
2022-05-15,291.298
2022-05-16,291.298
2022-05-17,291.298
2022-05-18,291.298
2022-05-19,291.298
2022-05-20,291.298
2022-05-21,291.298
2022-05-22,291.298
2022-05-23,291.298
2022-05-24,291.298
2022-05-25,291.298
2022-05-26,291.298
2022-05-27,291.298
2022-05-28,291.298
2022-05-29,291.298
2022-05-30,291.298
2022-05-31,291.298
2022-06-01,294.957
2022-06-02,294.957
2022-06-03,294.957
2022-06-04,294.957
2022-06-05,294.957
2022-06-06,294.957
2022-06-07,294.957
2022-06-08,294.957
2022-06-09,294.957
2022-06-10,294.957
2022-06-11,294.957
2022-06-12,294.957
2022-06-13,294.957
2022-06-14,294.957
2022-06-15,294.957
2022-06-16,294.957
2022-06-17,294.957
2022-06-18,294.957
2022-06-19,294.957
2022-06-20,294.957
2022-06-21,294.957
2022-06-22,294.957
2022-06-23,294.957
2022-06-24,294.957
2022-06-25,294.957
2022-06-26,294.957
2022-06-27,294.957
2022-06-28,294.957
2022-06-29,294.957
2022-06-30,294.957
2022-07-01,294.913
2022-07-02,294.913
2022-07-03,294.913
2022-07-04,294.913
2022-07-05,294.913
2022-07-06,294.913
2022-07-07,294.913
2022-07-08,294.913
2022-07-09,294.913
2022-07-10,294.913
2022-07-11,294.913
2022-07-12,294.913
2022-07-13,294.913
2022-07-14,294.913
2022-07-15,294.913
2022-07-16,294.913
2022-07-17,294.913
2022-07-18,294.913
2022-07-19,294.913
2022-07-20,294.913
2022-07-21,294.913
2022-07-22,294.913
2022-07-23,294.913
2022-07-24,294.913
2022-07-25,294.913
2022-07-26,294.913
2022-07-27,294.913
2022-07-28,294.913
2022-07-29,294.913
2022-07-30,294.913
2022-07-31,294.913
2022-08-01,295.097
2022-08-02,295.097
2022-08-03,295.097
2022-08-04,295.097
2022-08-05,295.097
2022-08-06,295.097
2022-08-07,295.097
2022-08-08,295.097
2022-08-09,295.097
2022-08-10,295.097
2022-08-11,295.097
2022-08-12,295.097
2022-08-13,295.097
2022-08-14,295.097
2022-08-15,295.097
2022-08-16,295.097
2022-08-17,295.097
2022-08-18,295.097
2022-08-19,295.097
2022-08-20,295.097
2022-08-21,295.097
2022-08-22,295.097
2022-08-23,295.097
2022-08-24,295.097
2022-08-25,295.097
2022-08-26,295.097
2022-08-27,295.097
2022-08-28,295.097
2022-08-29,295.097
2022-08-30,295.097
2022-08-31,295.097
2022-09-01,296.349
2022-09-02,296.349
2022-09-03,296.349
2022-09-04,296.349
2022-09-05,296.349
2022-09-06,296.349
2022-09-07,296.349
2022-09-08,296.349
2022-09-09,296.349
2022-09-10,296.349
2022-09-11,296.349
2022-09-12,296.349
2022-09-13,296.349
2022-09-14,296.349
2022-09-15,296.349
2022-09-16,296.349
2022-09-17,296.349
2022-09-18,296.349
2022-09-19,296.349
2022-09-20,296.349
2022-09-21,296.349
2022-09-22,296.349
2022-09-23,296.349
2022-09-24,296.349
2022-09-25,296.349
2022-09-26,296.349
2022-09-27,296.349
2022-09-28,296.349
2022-09-29,296.349
2022-09-30,296.349
2022-10-01,298.007
2022-10-02,298.007
2022-10-03,298.007
2022-10-04,298.007
2022-10-05,298.007
2022-10-06,298.007
2022-10-07,298.007
2022-10-08,298.007
2022-10-09,298.007
2022-10-10,298.007
2022-10-11,298.007
2022-10-12,298.007
2022-10-13,298.007
2022-10-14,298.007
2022-10-15,298.007
2022-10-16,298.007
2022-10-17,298.007
2022-10-18,298.007
2022-10-19,298.007
2022-10-20,298.007
2022-10-21,298.007
2022-10-22,298.007
2022-10-23,298.007
2022-10-24,298.007
2022-10-25,298.007
2022-10-26,298.007
2022-10-27,298.007
2022-10-28,298.007
2022-10-29,298.007
2022-10-30,298.007
2022-10-31,298.007
2022-11-01,298.786
2022-11-02,298.786
2022-11-03,298.786
2022-11-04,298.786
2022-11-05,298.786
2022-11-06,298.786
2022-11-07,298.786
2022-11-08,298.786
2022-11-09,298.786
2022-11-10,298.786
2022-11-11,298.786
2022-11-12,298.786
2022-11-13,298.786
2022-11-14,298.786
2022-11-15,298.786
2022-11-16,298.786
2022-11-17,298.786
2022-11-18,298.786
2022-11-19,298.786
2022-11-20,298.786
2022-11-21,298.786
2022-11-22,298.786
2022-11-23,298.786
2022-11-24,298.786
2022-11-25,298.786
2022-11-26,298.786
2022-11-27,298.786
2022-11-28,298.786
2022-11-29,298.786
2022-11-30,298.786
2022-12-01,298.832
2022-12-02,298.832
2022-12-03,298.832
2022-12-04,298.832
2022-12-05,298.832
2022-12-06,298.832
2022-12-07,298.832
2022-12-08,298.832
2022-12-09,298.832
2022-12-10,298.832
2022-12-11,298.832
2022-12-12,298.832
2022-12-13,298.832
2022-12-14,298.832
2022-12-15,298.832
2022-12-16,298.832
2022-12-17,298.832
2022-12-18,298.832
2022-12-19,298.832
2022-12-20,298.832
2022-12-21,298.832
2022-12-22,298.832
2022-12-23,298.832
2022-12-24,298.832
2022-12-25,298.832
2022-12-26,298.832
2022-12-27,298.832
2022-12-28,298.832
2022-12-29,298.832
2022-12-30,298.832
2022-12-31,298.832
2023-01-01,300.42
2023-01-02,300.42
2023-01-03,300.42
2023-01-04,300.42
2023-01-05,300.42
2023-01-06,300.42
2023-01-07,300.42
2023-01-08,300.42
2023-01-09,300.42
2023-01-10,300.42
2023-01-11,300.42
2023-01-12,300.42
2023-01-13,300.42
2023-01-14,300.42
2023-01-15,300.42
2023-01-16,300.42
2023-01-17,300.42
2023-01-18,300.42
2023-01-19,300.42
2023-01-20,300.42
2023-01-21,300.42
2023-01-22,300.42
2023-01-23,300.42
2023-01-24,300.42
2023-01-25,300.42
2023-01-26,300.42
2023-01-27,300.42
2023-01-28,300.42
2023-01-29,300.42
2023-01-30,300.42
2023-01-31,300.42
2023-02-01,301.45
2023-02-02,301.45
2023-02-03,301.45
2023-02-04,301.45
2023-02-05,301.45
2023-02-06,301.45
2023-02-07,301.45
2023-02-08,301.45
2023-02-09,301.45
2023-02-10,301.45
2023-02-11,301.45
2023-02-12,301.45
2023-02-13,301.45
2023-02-14,301.45
2023-02-15,301.45
2023-02-16,301.45
2023-02-17,301.45
2023-02-18,301.45
2023-02-19,301.45
2023-02-20,301.45
2023-02-21,301.45
2023-02-22,301.45
